"Name","Chromosome","Region","Max group mean","Log? fold change","Fold change","P-value","FDR p-value","Bonferroni"
"ENST00000565516","ENST00000565516","1..871","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562797","ENST00000562797","1..1032","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563878","ENST00000563878","1..1187","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562985","ENST00000562985","1..906","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564943","ENST00000564943","1..647","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569186","ENST00000569186","1..866","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565843","ENST00000565843","1..619","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568322","ENST00000568322","1..672","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562677","ENST00000562677","1..440","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000561700","ENST00000561700","1..527","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000425432","ENST00000425432","1..1951","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000313565","ENST00000313565","1..1825","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572887","ENST00000572887","1..2209","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574309","ENST00000574309","1..607","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571288","ENST00000571288","1..839","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576145","ENST00000576145","1..843","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573922","ENST00000573922","1..427","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572003","ENST00000572003","1..542","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573843","ENST00000573843","1..549","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571392","ENST00000571392","1..2165","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000219240","ENST00000219240","1..2065","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000294008","ENST00000294008","1..7307","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000466154","ENST00000466154","1..3228","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000486524","ENST00000486524","1..3075","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562153","ENST00000562153","1..581","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000268483","ENST00000268483","1..2556","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000426362","ENST00000426362","1..965","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565171","ENST00000565171","1..684","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569767","ENST00000569767","1..546","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000423037","ENST00000423037","1..2490","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570769","ENST00000570769","1..2732","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576050","ENST00000576050","1..965","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570761","ENST00000570761","1..897","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000407479","ENST00000407479","1..1174","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000246949","ENST00000246949","1..4200","1.6182423816","-2.1163913579","-4.3360799503","0.526776997","0.9991606977","1"
"ENST00000571460","ENST00000571460","1..1377","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570520","ENST00000570520","1..575","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570376","ENST00000570376","1..582","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573804","ENST00000573804","1..525","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570807","ENST00000570807","1..766","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572237","ENST00000572237","1..541","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570664","ENST00000570664","1..528","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576792","ENST00000576792","1..580","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575479","ENST00000575479","1..613","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575152","ENST00000575152","1..4731","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000414110","ENST00000414110","1..1209","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570083","ENST00000570083","1..1270","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000355906","ENST00000355906","1..1443","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565807","ENST00000565807","1..935","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562488","ENST00000562488","1..551","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569639","ENST00000569639","1..568","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564499","ENST00000564499","1..695","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000357763","ENST00000357763","1..1482","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566821","ENST00000566821","1..3024","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562526","ENST00000562526","1..685","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565574","ENST00000565574","1..1187","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568417","ENST00000568417","1..280","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000561927","ENST00000561927","1..822","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576168","ENST00000576168","1..1067","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567185","ENST00000567185","1..1251","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567612","ENST00000567612","1..1232","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000398131","ENST00000398131","1..1252","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000302312","ENST00000302312","1..524","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569954","ENST00000569954","1..391","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564707","ENST00000564707","1..213","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575707","ENST00000575707","1..785","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000246957","ENST00000246957","1..2296","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574494","ENST00000574494","1..547","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575671","ENST00000575671","1..2309","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000538171","ENST00000538171","1..2052","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573872","ENST00000573872","1..656","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576335","ENST00000576335","1..645","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574175","ENST00000574175","1..535","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570514","ENST00000570514","1..412","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575854","ENST00000575854","1..595","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576788","ENST00000576788","1..568","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571804","ENST00000571804","1..781","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574941","ENST00000574941","1..558","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576106","ENST00000576106","1..555","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571538","ENST00000571538","1..587","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571011","ENST00000571011","1..480","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570403","ENST00000570403","1..521","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000529943","ENST00000529943","1..1214","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000539915","ENST00000539915","1..837","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000316491","ENST00000316491","1..2769","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000534277","ENST00000534277","1..5994","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000531864","ENST00000531864","1..1670","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000398707","ENST00000398707","1..2282","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000533488","ENST00000533488","1..639","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000398696","ENST00000398696","1..1339","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000534369","ENST00000534369","1..791","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000542684","ENST00000542684","1..481","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000544044","ENST00000544044","1..572","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000530881","ENST00000530881","1..570","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000529515","ENST00000529515","1..518","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000399681","ENST00000399681","1..2282","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000300870","ENST00000300870","1..3307","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000394846","ENST00000394846","1..680","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566541","ENST00000566541","1..589","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000561814","ENST00000561814","1..563","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562971","ENST00000562971","1..567","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575471","ENST00000575471","1..4999","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000426099","ENST00000426099","1..291","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000398664","ENST00000398664","1..2026","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000380148","ENST00000380148","1..1880","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569631","ENST00000569631","1..1112","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563025","ENST00000563025","1..583","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568044","ENST00000568044","1..896","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564810","ENST00000564810","1..661","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567978","ENST00000567978","1..647","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000354614","ENST00000354614","1..412","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565622","ENST00000565622","1..1884","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000398682","ENST00000398682","1..2031","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563102","ENST00000563102","1..1053","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569420","ENST00000569420","1..1116","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563658","ENST00000563658","1..660","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568854","ENST00000568854","1..823","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562021","ENST00000562021","1..638","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564154","ENST00000564154","1..566","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000398680","ENST00000398680","1..412","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000561509","ENST00000561509","1..2026","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569719","ENST00000569719","1..1879","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000360260","ENST00000360260","1..1116","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567137","ENST00000567137","1..582","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566959","ENST00000566959","1..566","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562714","ENST00000562714","1..660","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564949","ENST00000564949","1..858","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000398667","ENST00000398667","1..2866","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000398666","ENST00000398666","1..412","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000341305","ENST00000341305","1..2031","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567724","ENST00000567724","1..1884","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569741","ENST00000569741","1..1116","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563564","ENST00000563564","1..901","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563809","ENST00000563809","1..660","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000380147","ENST00000380147","1..412","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000262367","ENST00000262367","1..10803","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000382070","ENST00000382070","1..7598","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571763","ENST00000571763","1..548","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576720","ENST00000576720","1..3578","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574740","ENST00000574740","1..523","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573517","ENST00000573517","1..716","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570939","ENST00000570939","1..864","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572569","ENST00000572569","1..553","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573672","ENST00000573672","1..922","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571826","ENST00000571826","1..627","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572134","ENST00000572134","1..846","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575237","ENST00000575237","1..369","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000540303","ENST00000540303","1..1244","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566168","ENST00000566168","1..589","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000561690","ENST00000561690","1..634","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000356967","ENST00000356967","1..1077","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000228226","ENST00000228226","1..1158","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000268482","ENST00000268482","1..4608","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566794","ENST00000566794","1..710","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000579387","ENST00000579387","1..2258","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566489","ENST00000566489","1..574","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564307","ENST00000564307","1..785","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563650","ENST00000563650","1..971","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566329","ENST00000566329","1..683","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569935","ENST00000569935","1..907","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562774","ENST00000562774","1..500","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563819","ENST00000563819","1..706","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564622","ENST00000564622","1..390","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567552","ENST00000567552","1..1028","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567142","ENST00000567142","1..892","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569952","ENST00000569952","1..638","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000536867","ENST00000536867","1..2250","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576936","ENST00000576936","1..697","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000294016","ENST00000294016","1..7725","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574721","ENST00000574721","1..2378","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575550","ENST00000575550","1..569","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571467","ENST00000571467","1..569","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571889","ENST00000571889","1..585","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572288","ENST00000572288","1..772","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569103","ENST00000569103","1..349","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000558425","ENST00000558425","1..381","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000319817","ENST00000319817","1..772","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000303383","ENST00000303383","1..3461","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567698","ENST00000567698","1..535","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563219","ENST00000563219","1..485","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569702","ENST00000569702","1..465","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566016","ENST00000566016","1..1482","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565887","ENST00000565887","1..603","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564272","ENST00000564272","1..530","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572111","ENST00000572111","1..5587","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000399609","ENST00000399609","1..4214","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000537996","ENST00000537996","1..1814","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575672","ENST00000575672","1..1613","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000204517","ENST00000204517","1..2215","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575320","ENST00000575320","1..6491","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574639","ENST00000574639","1..595","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573476","ENST00000573476","1..785","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575300","ENST00000575300","1..1326","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572393","ENST00000572393","1..507","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000299138","ENST00000299138","1..6780","1.5457850399","2.5506322579","5.8589098754","0.3976655279","0.9991606977","1"
"ENST00000568784","ENST00000568784","1..4017","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562420","ENST00000562420","1..740","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568642","ENST00000568642","1..447","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569950","ENST00000569950","1..1096","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565228","ENST00000565228","1..487","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563884","ENST00000563884","1..759","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568612","ENST00000568612","1..697","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000561713","ENST00000561713","1..589","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568191","ENST00000568191","1..520","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563984","ENST00000563984","1..775","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000262366","ENST00000262366","1..4469","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000433375","ENST00000433375","1..3705","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000577031","ENST00000577031","1..548","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000318059","ENST00000318059","1..587","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573236","ENST00000573236","1..704","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573450","ENST00000573450","1..579","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573553","ENST00000573553","1..722","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575848","ENST00000575848","1..518","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571941","ENST00000571941","1..674","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575636","ENST00000575636","1..732","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573614","ENST00000573614","1..650","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571986","ENST00000571986","1..606","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576217","ENST00000576217","1..493","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571178","ENST00000571178","1..353","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571819","ENST00000571819","1..317","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575884","ENST00000575884","1..475","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575942","ENST00000575942","1..806","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572467","ENST00000572467","1..3284","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575334","ENST00000575334","1..3815","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572274","ENST00000572274","1..672","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000537792","ENST00000537792","1..955","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000537465","ENST00000537465","1..3935","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000237353","ENST00000237353","1..3527","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000379073","ENST00000379073","1..3671","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000537392","ENST00000537392","1..2038","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000535461","ENST00000535461","1..559","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000539172","ENST00000539172","1..556","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000543746","ENST00000543746","1..544","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000536211","ENST00000536211","1..458","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000540440","ENST00000540440","1..407","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000355636","ENST00000355636","1..3501","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563599","ENST00000563599","1..681","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000219097","ENST00000219097","1..1628","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569239","ENST00000569239","1..1833","28.4804201646","-1.4607881622","-2.752586998","0.3494422129","0.9991606977","1"
"ENST00000563306","ENST00000563306","1..1190","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568364","ENST00000568364","1..888","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570260","ENST00000570260","1..561","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566860","ENST00000566860","1..1699","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575571","ENST00000575571","1..771","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567000","ENST00000567000","1..1560","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000251166","ENST00000251166","1..3540","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571227","ENST00000571227","1..3578","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000537233","ENST00000537233","1..3392","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574025","ENST00000574025","1..2826","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576637","ENST00000576637","1..730","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570779","ENST00000570779","1..605","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575531","ENST00000575531","1..2636","0","NaN","NaN","NaN","NaN","NaN"
